ID,Sample Site,Numeric Result,Formatted Result,Result Units,Latitude (Degrees),Longitude (Degrees),Sample Date,Parameter,Site Key
,Bow River Below Bearspaw Dam,0.007,0.007,mg/L,51.10122,-114.27975,05/14/2013,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.008,0.008,mg/L,51.10122,-114.27975,06/11/2013 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.024,0.024,mg/L,51.10122,-114.27975,07/16/2013,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,08/20/2013,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,09/19/2013,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,10/08/2013 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,11/05/2013 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,12/11/2013 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,01/14/2014 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,02/11/2014,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.025,0.025,mg/L,51.10122,-114.27975,03/18/2014,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.016000001,0.016,mg/L,51.10122,-114.27975,04/15/2014 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.016000001,0.016,mg/L,51.10122,-114.27975,05/13/2014 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.013,0.013,mg/L,51.10122,-114.27975,06/10/2014,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,07/15/2014 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,08/12/2014 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.007,0.007,mg/L,51.10122,-114.27975,09/09/2014 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,10/21/2014 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,11/18/2014,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,12/09/2014 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,01/13/2015,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,02/10/2015,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,03/10/2015 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,04/14/2015,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,05/12/2015 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.011,0.011,mg/L,51.10122,-114.27975,06/09/2015 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,07/14/2015,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,08/11/2015 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,09/09/2015 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,10/21/2015 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.10122,-114.27975,11/17/2015 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.025,0.025,mg/L,51.10122,-114.27975,12/08/2015 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.002,0.002,mg/L,51.10122,-114.27975,01/11/2016,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.10122,-114.27975,02/08/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,03/14/2016,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,04/11/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.007,0.007,mg/L,51.10122,-114.27975,05/10/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.009,0.009,mg/L,51.10122,-114.27975,06/13/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,07/11/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.007,0.007,mg/L,51.10122,-114.27975,08/08/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,09/12/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,10/24/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.10122,-114.27975,11/14/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.10122,-114.27975,12/12/2016 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,01/09/2017,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.002,0.002,mg/L,51.10122,-114.27975,02/13/2017 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.10122,-114.27975,03/13/2017,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.008,0.008,mg/L,51.10122,-114.27975,04/10/2017 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.01,0.01,mg/L,51.10122,-114.27975,05/08/2017 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.029999999,0.03,mg/L,51.10122,-114.27975,06/12/2017 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.008,0.008,mg/L,51.10122,-114.27975,07/10/2017 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.007,0.007,mg/L,51.10122,-114.27975,08/14/2017,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,09/11/2017 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,10/10/2017,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,11/13/2017 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.002,0.002,mg/L,51.10122,-114.27975,12/11/2017 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.10122,-114.27975,01/08/2018 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,02/13/2018,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.10122,-114.27975,03/12/2018 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.007,0.007,mg/L,51.10122,-114.27975,04/09/2018,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.01,0.01,mg/L,51.10122,-114.27975,05/14/2018,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.013,0.013,mg/L,51.10122,-114.27975,06/11/2018 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.009,0.009,mg/L,51.10122,-114.27975,07/09/2018 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,08/13/2018 ,Total Phosphorus (TP),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.10122,-114.27975,09/10/2018 ,Total Phosphorus (TP),SUR_BR-BD
30091378,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,10/09/2018 ,Total Phosphorus (TP),SUR_BR-BD
30404719,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,11/12/2018,Total Phosphorus (TP),SUR_BR-BD
30646190,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,12/10/2018 ,Total Phosphorus (TP),SUR_BR-BD
30919379,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.100403,-114.270774,01/16/2019 ,Total Phosphorus (TP),SUR_BR-BD
31166217,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.100403,-114.270774,02/14/2019 ,Total Phosphorus (TP),SUR_BR-BD
31370139,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,03/13/2019 ,Total Phosphorus (TP),SUR_BR-BD
31461445,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,04/11/2019 ,Total Phosphorus (TP),SUR_BR-BD
31765333,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,05/15/2019 ,Total Phosphorus (TP),SUR_BR-BD
32026466,Bow River Below Bearspaw Dam,0.009,0.009,mg/L,51.100403,-114.270774,06/12/2019 ,Total Phosphorus (TP),SUR_BR-BD
32215657,Bow River Below Bearspaw Dam,0.011,0.011,mg/L,51.100403,-114.270774,07/10/2019 ,Total Phosphorus (TP),SUR_BR-BD
32532055,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,08/14/2019 ,Total Phosphorus (TP),SUR_BR-BD
32958545,Bow River Below Bearspaw Dam,0.012,0.012,mg/L,51.100403,-114.270774,09/11/2019,Total Phosphorus (TP),SUR_BR-BD
33307983,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,10/17/2019 ,Total Phosphorus (TP),SUR_BR-BD
33599424,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,11/20/2019 ,Total Phosphorus (TP),SUR_BR-BD
33884537,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,12/11/2019,Total Phosphorus (TP),SUR_BR-BD
34135767,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,01/22/2020 ,Total Phosphorus (TP),SUR_BR-BD
34372332,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,02/12/2020 ,Total Phosphorus (TP),SUR_BR-BD
34652341,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.100403,-114.270774,03/11/2020 ,Total Phosphorus (TP),SUR_BR-BD
34982482,Bow River Below Bearspaw Dam,0.015,0.015,mg/L,51.100403,-114.270774,04/17/2020,Total Phosphorus (TP),SUR_BR-BD
35198309,Bow River Below Bearspaw Dam,0.008,0.008,mg/L,51.100403,-114.270774,05/14/2020 ,Total Phosphorus (TP),SUR_BR-BD
35491261,Bow River Below Bearspaw Dam,0.014,0.014,mg/L,51.100403,-114.270774,06/11/2020 ,Total Phosphorus (TP),SUR_BR-BD
36372038,Bow River Below Bearspaw Dam,0.007,0.007,mg/L,51.100403,-114.270774,07/15/2020,Total Phosphorus (TP),SUR_BR-BD
37758158,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,08/12/2020 ,Total Phosphorus (TP),SUR_BR-BD
38572463,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,09/16/2020 ,Total Phosphorus (TP),SUR_BR-BD
39725009,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,10/15/2020 ,Total Phosphorus (TP),SUR_BR-BD
40516773,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,11/12/2020,Total Phosphorus (TP),SUR_BR-BD
41437064,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,12/09/2020,Total Phosphorus (TP),SUR_BR-BD
42181149,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,01/13/2021,Total Phosphorus (TP),SUR_BR-BD
42822588,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.100403,-114.270774,02/24/2021 ,Total Phosphorus (TP),SUR_BR-BD
43374550,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.100403,-114.270774,03/10/2021 ,Total Phosphorus (TP),SUR_BR-BD
43705411,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.100403,-114.270774,04/14/2021,Total Phosphorus (TP),SUR_BR-BD
44289236,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.100403,-114.270774,05/12/2021 ,Total Phosphorus (TP),SUR_BR-BD
45443686,Bow River Below Bearspaw Dam,0.019,0.019,mg/L,51.100403,-114.270774,06/09/2021,Total Phosphorus (TP),SUR_BR-BD
46341826,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,07/15/2021,Total Phosphorus (TP),SUR_BR-BD
47229357,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,08/11/2021 ,Total Phosphorus (TP),SUR_BR-BD
48230187,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.100403,-114.270774,09/15/2021,Total Phosphorus (TP),SUR_BR-BD
49019816,Bow River Below Bearspaw Dam,0.002,0.002,mg/L,51.100403,-114.270774,10/14/2021 ,Total Phosphorus (TP),SUR_BR-BD
49992863,Bow River Below Bearspaw Dam,0.002,0.002,mg/L,51.100403,-114.270774,11/10/2021 ,Total Phosphorus (TP),SUR_BR-BD
50825736,Bow River Below Bearspaw Dam,0.002,0.002,mg/L,51.100403,-114.270774,12/15/2021 ,Total Phosphorus (TP),SUR_BR-BD
51646578,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.100403,-114.270774,01/12/2022 ,Total Phosphorus (TP),SUR_BR-BD
51951101,Bow River Below Bearspaw Dam,0.002,0.002,mg/L,51.100403,-114.270774,02/16/2022 ,Total Phosphorus (TP),SUR_BR-BD
52309858,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,03/16/2022 ,Total Phosphorus (TP),SUR_BR-BD
52598761,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,04/13/2022 ,Total Phosphorus (TP),SUR_BR-BD
53199175,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,05/11/2022,Total Phosphorus (TP),SUR_BR-BD
53946512,Bow River Below Bearspaw Dam,0.163,0.163,mg/L,51.100403,-114.270774,06/15/2022 ,Total Phosphorus (TP),SUR_BR-BD
55019056,Bow River Below Bearspaw Dam,0.008,0.008,mg/L,51.100403,-114.270774,07/13/2022 ,Total Phosphorus (TP),SUR_BR-BD
56131175,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,08/10/2022 ,Total Phosphorus (TP),SUR_BR-BD
56997427,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,09/14/2022,Total Phosphorus (TP),SUR_BR-BD
57948125,Bow River Below Bearspaw Dam,0.002,0.002,mg/L,51.100403,-114.270774,10/13/2022 ,Total Phosphorus (TP),SUR_BR-BD
59213990,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.100403,-114.270774,11/09/2022,Total Phosphorus (TP),SUR_BR-BD
60001171,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,12/15/2022,Total Phosphorus (TP),SUR_BR-BD
60554344,Bow River Below Bearspaw Dam,0.003,0.003,mg/L,51.100403,-114.270774,01/11/2023 ,Total Phosphorus (TP),SUR_BR-BD
60982945,Bow River Below Bearspaw Dam,0.002,0.002,mg/L,51.100403,-114.270774,02/15/2023 ,Total Phosphorus (TP),SUR_BR-BD
61398491,Bow River Below Bearspaw Dam,0.004,0.004,mg/L,51.100403,-114.270774,03/15/2023 ,Total Phosphorus (TP),SUR_BR-BD
61755246,Bow River Below Bearspaw Dam,0.005,0.005,mg/L,51.100403,-114.270774,04/12/2023 ,Total Phosphorus (TP),SUR_BR-BD
62798687,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.100403,-114.270774,05/10/2023,Total Phosphorus (TP),SUR_BR-BD
63580216,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.100403,-114.270774,06/14/2023,Total Phosphorus (TP),SUR_BR-BD
64694805,Bow River Below Bearspaw Dam,0.008,0.008,mg/L,51.100403,-114.270774,07/12/2023 ,Total Phosphorus (TP),SUR_BR-BD
65886697,Bow River Below Bearspaw Dam,0.008,0.008,mg/L,51.100403,-114.270774,08/16/2023 ,Total Phosphorus (TP),SUR_BR-BD
66219397,Bow River Below Bearspaw Dam,0.007,0.007,mg/L,51.100403,-114.270774,09/13/2023 ,Total Phosphorus (TP),SUR_BR-BD
68614501,Bow River Below Bearspaw Dam,0.008,0.008,mg/L,51.100403,-114.270774,10/11/2023,Total Phosphorus (TP),SUR_BR-BD
69866898,Bow River Below Bearspaw Dam,0.006,0.006,mg/L,51.100403,-114.270774,11/15/2023,Total Phosphorus (TP),SUR_BR-BD
72004756,Bow River Below Bearspaw Dam,0.007,0.007,mg/L,51.100403,-114.270774,12/13/2023,Total Phosphorus (TP),SUR_BR-BD
